"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"924393875438997505","利群阳光","sviatoslavbara1","","","","0","0","2017-10-28","zh-cn"
"1071546669626478593","白晶晶","Baxiaoijin","中国","我是白晶晶，我喜欢美颜自拍！","","0","0","2018-12-08","zh-cn"
"918007874537766912","Sharp21Gibbs","Sharp21Gibbs","","","","0","24","2017-10-11","zh-cn"
"918710134095757312","ailsa518","asdrrtt2","","","","0","0","2017-10-13","zh-cn"
"1050023635317022721","执着","v4pY3dA0p77e4ny","","","","0","2","2018-10-10","zh-cn"
"la5CHFJSdydfGvIVN1J5xb4tH5OE0pa8NPwlYwfYSzw=","la5CHFJSdydfGvIVN1J5xb4tH5OE0pa8NPwlYwfYSzw=","la5CHFJSdydfGvIVN1J5xb4tH5OE0pa8NPwlYwfYSzw=","","","","1","38","2017-08-18","zh-cn"
"20dmzHkeBeqIbd52LzEI3DzfWfomWacz1ELFKy4ZeZI=","20dmzHkeBeqIbd52LzEI3DzfWfomWacz1ELFKy4ZeZI=","20dmzHkeBeqIbd52LzEI3DzfWfomWacz1ELFKy4ZeZI=","","","","1","35","2017-08-30","zh-cn"
"78622448","美滋滋","RebeccaBakerx","Miami, FL","RebeccaBakerx","","12608","5229","2009-09-30","zh-cn"
"437btUhN5qjL0MEoKWZn9lkbuZOSkn+SOv89CHd3xo=","437btUhN5qjL0MEoKWZn9lkbuZOSkn+SOv89CHd3xo=","437btUhN5qjL0MEoKWZn9lkbuZOSkn+SOv89CHd3xo=","","","","1","49","2017-10-11","zh-cn"
"902783997138264064","LaoSiJi","3O8i2fjGNZsh3o5","","","","0","44","2017-08-30","zh-cn"
"926722575673233408","aysehakan","aysehakanegeli","Bodrum","aysehakan","","13277","1984","2017-11-04","zh-cn"
"P+p6O2PJ1uYRYwqgFdj69D6HJFcNp+Dr25AGZdcjQq8=","P+p6O2PJ1uYRYwqgFdj69D6HJFcNp+Dr25AGZdcjQq8=","P+p6O2PJ1uYRYwqgFdj69D6HJFcNp+Dr25AGZdcjQq8=","","","","1","0","2016-08-21","es"
"V+mA2ATwpYNV18ZJku4J8eYTpP0+KvYRICBs9Hn2Nw=","V+mA2ATwpYNV18ZJku4J8eYTpP0+KvYRICBs9Hn2Nw=","V+mA2ATwpYNV18ZJku4J8eYTpP0+KvYRICBs9Hn2Nw=","United Arab Emirates","Positive mind setting is very addictive. I follow a mind setting of being positive at all times and at all times I become positive. See how easy is it. @__@","","165","534","2011-12-07","zh-cn"
"4150070595","npriceplz","npriceplz","United States","npriceplz","","16837","79","2015-11-09","zh-cn"
"898580467208912897","王晓","7U1hdb3u5AhKNZa","","","","0","25","2017-08-18","zh-cn"
"902784986792808448","DILL","3rXcqunAXMPRKTC","","","","0","46","2017-08-30","ru"
"Siej0yBSGIDkeNKp8deEr5UbkgMSywz5Z5CzghW9lA=","Siej0yBSGIDkeNKp8deEr5UbkgMSywz5Z5CzghW9lA=","Siej0yBSGIDkeNKp8deEr5UbkgMSywz5Z5CzghW9lA=","Delaware, USA","music","","1","30","2017-11-08","zh-tw"
"1015464752452128775","vradegg","ZWYp0TG8HSv3P46","","","","0","0","2018-07-07","zh-cn"
"Ive56xp0im+QjYIofI3nLCxEX+1mDWvEvlbrnLHAWIQ=","Ive56xp0im+QjYIofI3nLCxEX+1mDWvEvlbrnLHAWIQ=","Ive56xp0im+QjYIofI3nLCxEX+1mDWvEvlbrnLHAWIQ=","","","","3","131","2019-03-18","zh-CN"
"BIlX80mvGs8M3prZrTUjsAAHJFROkApqPtzpEN9Q=","BIlX80mvGs8M3prZrTUjsAAHJFROkApqPtzpEN9Q=","BIlX80mvGs8M3prZrTUjsAAHJFROkApqPtzpEN9Q=","","","","1","42","2017-08-18","zh-cn"
"898578035284357120","球喀麦隆","kjdwzpWSb42VZIo","","","","0","39","2017-08-18","ru"
"eyKYS5B6yb3vaKWkePRYwMXu2bTbEUSZ08j6Ub2Tsig=","eyKYS5B6yb3vaKWkePRYwMXu2bTbEUSZ08j6Ub2Tsig=","eyKYS5B6yb3vaKWkePRYwMXu2bTbEUSZ08j6Ub2Tsig=","","","","1","40","2017-08-30","zh-cn"
"923638243459059712","calmitiper","calmitiper","Los Angeles, CA","calmitiper","","12061","9","2017-10-26","zh-cn"
"p1c0du0pgo2fghgl9JeKcIz+SEd9OHjd+TofTJa4N6k=","p1c0du0pgo2fghgl9JeKcIz+SEd9OHjd+TofTJa4N6k=","p1c0du0pgo2fghgl9JeKcIz+SEd9OHjd+TofTJa4N6k=","","","","7","23","2017-09-21","zh-cn"
"M5IxGVR+mb3QrJJ8LN0GlnKMDSi69j0JvXDaN1M6mF4=","M5IxGVR+mb3QrJJ8LN0GlnKMDSi69j0JvXDaN1M6mF4=","M5IxGVR+mb3QrJJ8LN0GlnKMDSi69j0JvXDaN1M6mF4=","","","","1","41","2017-08-30","zh-cn"
"927921750825930752","Keelby Scholefield","KeelbyScholefi1","","","","0","0","2017-11-07","en"
"920843984053813248","Dpbek41Raheo","Dpbek41Raheo","","其实，岁月对每个人都是公平的。不论是轻狂的，还是温柔的，心应当不急不燥，前行的步伐永不停歇，不受任何世俗的牵绊，心眸间流淌的是明亮与清澈，适时的给心留一份空白，让心迹接近人生的宏伟蓝图，放逐眼界观世界，心灵深处如一池静水，微澜轻漾。","","15757","80","2017-10-19","zh-cn"
"924437707681607680","科比24","aleksan50558645","","","","0","0","2017-10-29","zh-cn"
"3286668632","louriep93c","louriep93c","Illinois, USA","louriep93c","","12979","7670","2015-07-21","zh-cn"
"924256012336533506","街头霸王","ekateri55584212","","","","0","0","2017-10-28","zh-cn"
"1084444722","Basketball","nurlanyc5sr","Reston, VA","alienware","","130077","7698","2013-01-12","en"
"Gsyi7SZcLX1UyshqXXtc01BrnSYbABKlrR9x6EXJpk=","Gsyi7SZcLX1UyshqXXtc01BrnSYbABKlrR9x6EXJpk=","Gsyi7SZcLX1UyshqXXtc01BrnSYbABKlrR9x6EXJpk=","","","","1","39","2017-08-18","ru"
"756312090323877888","艳阳","IgnatovRunar","","","","42042","15","2016-07-22","zh-cn"
"ciPvN5kOEDMoyHmwaUamrfOtjrsiwKp7JfiTX3nkcHQ=","ciPvN5kOEDMoyHmwaUamrfOtjrsiwKp7JfiTX3nkcHQ=","ciPvN5kOEDMoyHmwaUamrfOtjrsiwKp7JfiTX3nkcHQ=","","","","1","44","2017-08-18","zh-cn"
"lzkgKdIBbE4N+M3c2urZboKAOyuyI9JYPZp+ywqehsM=","lzkgKdIBbE4N+M3c2urZboKAOyuyI9JYPZp+ywqehsM=","lzkgKdIBbE4N+M3c2urZboKAOyuyI9JYPZp+ywqehsM=","","","","3","52","2017-08-30","zh-cn"
"s0jpl7kjiz0RtcowNHCWTLWKay++hYUlQAS6zSWJKfI=","s0jpl7kjiz0RtcowNHCWTLWKay++hYUlQAS6zSWJKfI=","s0jpl7kjiz0RtcowNHCWTLWKay++hYUlQAS6zSWJKfI=","","","","1","33","2017-09-13","zh-cn"
"1225238233","Modesta Pickel","PickelrzrModest","","","","0","0","2013-02-27","en"
"533748701","24hcloud","24hcloud","Jakarta","Create Website Less Than 24 Hours","http://t.co/OaNAuZ5Vq1","18662","569","2012-03-23","en"
"921018295108616192","weixiao","weixiao80107054","","","","0","0","2017-10-19","zh-cn"
"14797528","乘风破浪","ilmirachehen","Los Angeles, TX","I can do it!","","17076","21739","2008-05-16","zh-tw"
"926054110486564870","Анюта Петина","3WRPkL9N8o3hs8R","","","","0","47","2017-11-02","ru"
"5e13KALDB1D2hPEOmOde9WVp5yqgJfWIESdqxQXc6m4=","5e13KALDB1D2hPEOmOde9WVp5yqgJfWIESdqxQXc6m4=","5e13KALDB1D2hPEOmOde9WVp5yqgJfWIESdqxQXc6m4=","","","","2","38","2017-08-19","zh-cn"
"8qvUMMXFDMVTJI99lo2730btCwzSe5Ywt5dlz6jCYhg=","8qvUMMXFDMVTJI99lo2730btCwzSe5Ywt5dlz6jCYhg=","8qvUMMXFDMVTJI99lo2730btCwzSe5Ywt5dlz6jCYhg=","Japan","","","311","97","2018-07-13","en"
"41058100","正义之锤","rebuddco","US","手握正义之锤砸世间之不公，灭郭骗文贵之流。","","13235","11857","2009-05-19","en"
"1015564751508656128","剑鞘","cccsaber","United Kingdom","100% follow back","https://t.co/ig3PK1JEEC","11625","10563","2018-07-07","zh-cn"
"898582324417318912","李娜","BPEZ6vYhXYdVbNL","","","","0","25","2017-08-18","zh-cn"
"902785416096514048","vida","Rablpt3mrP0dLtg","","","","0","41","2017-08-30","zh-cn"
"1314029484","Hosmer","Pamellarxtqrusz","","","","0","0","2013-03-29","en"
"yBASA80W0uLbb5O8p87m6sK+HauWaEO5DDHiSNWpM=","yBASA80W0uLbb5O8p87m6sK+HauWaEO5DDHiSNWpM=","yBASA80W0uLbb5O8p87m6sK+HauWaEO5DDHiSNWpM=","月球","","","36","82","2017-08-19","zh-cn"
"T4iBtjiHQDoj7f6cdYiVsUawuaMqEV2GsqttlBaCkI=","T4iBtjiHQDoj7f6cdYiVsUawuaMqEV2GsqttlBaCkI=","T4iBtjiHQDoj7f6cdYiVsUawuaMqEV2GsqttlBaCkI=","","","","176","73","2018-03-29","ru"
"1059903755611709440","Волкова Васильева","rfhL2Wa45H7cJDv","Moscow, Russia","Посыпать пеплом главу","","0","0","2018-11-06","en"
"927107631910662146","Patten Iveson","PattenIveson","","","","0","0","2017-11-05","en"
"63TemuEwCA6FrYf4jWn0vlirV5lboeefEk6vDozabo8=","63TemuEwCA6FrYf4jWn0vlirV5lboeefEk6vDozabo8=","63TemuEwCA6FrYf4jWn0vlirV5lboeefEk6vDozabo8=","","","","1","56","2017-12-11","zh-cn"
"4069366948","archiepgna","archiepgna","Berwyn, IL","archiepgna","","16489","1267","2015-10-29","zh-cn"
"898583056042385408","浩然","7qhp85nxHpUvHq7","","","","0","29","2017-08-18","zh-cn"
"902786900074868736","DOtty","MJnePXasyd6Mnk0","","","","0","35","2017-08-30","zh-cn"
"r2M6ynK4lzPLpmOfyIMlo0pU17VyFf3uKsh3vWlZcA=","r2M6ynK4lzPLpmOfyIMlo0pU17VyFf3uKsh3vWlZcA=","r2M6ynK4lzPLpmOfyIMlo0pU17VyFf3uKsh3vWlZcA=","","","","8","123","2017-07-12","zh-cn"
"898515383849799681","甘美搠","q8kN0PaLhPQAxYH","","","","0","33","2017-08-18","zh-cn"
"UAOZGw5QrHcsXvUCqBkGXBy7WKB3KBHRiQ3XDqz6A=","UAOZGw5QrHcsXvUCqBkGXBy7WKB3KBHRiQ3XDqz6A=","UAOZGw5QrHcsXvUCqBkGXBy7WKB3KBHRiQ3XDqz6A=","","","","2","26","2013-03-29","zh-tw"
"bDsVH5sJUn2JA9zpkhmtMyR4plTLL3sy7IpWPIaeOg=","bDsVH5sJUn2JA9zpkhmtMyR4plTLL3sy7IpWPIaeOg=","bDsVH5sJUn2JA9zpkhmtMyR4plTLL3sy7IpWPIaeOg=","Hongkong","Financial worker","","6","53","2014-05-23","zh-cn"
"898578646868402176","香草羿","bSPV2PcL6EENf17","","","","0","42","2017-08-18","ru"
"8psZRW4YksSD8GV8mKdP96H5xzDo34ilPgMfoBca6yo=","8psZRW4YksSD8GV8mKdP96H5xzDo34ilPgMfoBca6yo=","8psZRW4YksSD8GV8mKdP96H5xzDo34ilPgMfoBca6yo=","","","","2","53","2017-08-30","zh-cn"
"OEyw70Jb0YHEfKqvzSeCnPWSzMzXuLXeHkZuCnsG1I=","OEyw70Jb0YHEfKqvzSeCnPWSzMzXuLXeHkZuCnsG1I=","OEyw70Jb0YHEfKqvzSeCnPWSzMzXuLXeHkZuCnsG1I=","","","","1","47","2017-08-30","zh-cn"
"902782947736129536","Martin","98M8rtGGpWsUhSk","","","","0","24","2017-08-30","zh-cn"
"893138215191891968","yoyo","ksiushalapina73","Калининград, Россия","Чрезмерная поспешность в расплате за оказанную услугу есть своего рода неблагодарность.","https://t.co/hIDma92s3a","21081","97","2017-08-03","zh-cn"
"902779271575429120","Bill","JqxGxKDJNKdylRy","","","","0","38","2017-08-30","zh-cn"
"828817384827875330","vdfxvgcvd8","vdfxvgcvd8","Nasushiobara-shi, Tochigi","","","11401","11807","2017-02-07","zh-cn"
"760761981854883840","浪冲","honyBurchr","Los Angeles, CA","AnthonyBurchr","","14708","11720","2016-08-03","zh-cn"
"898582504860463105","二明儿","8ETjANDquIFFB0b","","","","0","17","2017-08-18","zh-cn"
"339311442","张雅","maksmkas6g","Chicago, IL","爱，是平淡的生活。","","22873","27203","2011-07-20","zh-cn"
"919098981141004288","ailaiyi2","bnmtyyjks","","","","0","0","2017-10-14","zh-cn"
"927408049802956801","Dillie Beckham","DillieBeckham","","","","0","0","2017-11-06","en"
"1312506366","Musick","Remedioselfbiif","","","","0","0","2013-03-29","en"
"kJ1ocK17QlHU9dJR7tu24I5fT7eva6+jH96O2Mp59s=","kJ1ocK17QlHU9dJR7tu24I5fT7eva6+jH96O2Mp59s=","kJ1ocK17QlHU9dJR7tu24I5fT7eva6+jH96O2Mp59s=","","","","2","7","2017-11-09","zh-cn"
"980576117890437131","Светлана Егорова","vbVmpjwZKzK3eyU","","","","0","0","2018-04-01","zh-cn"
"206027550","The Flecha","nessniven","Republic of Korea","When you see Jair Bolsonaro and his program of genocide  and ecocide, you should see him for what he truly is, modern fascism  that refuses to hide its true","","100847","31752","2010-10-22","en"
"2156741893","披荆斩棘","saydullos1d","Cottonwood, CO","Sing a Song","","21024","8373","2013-10-26","zh-cn"
"4726278994","勇敢的心","TheresaAndersox","Long Beach, CA","TheresaAndersox","","30554","192","2016-01-06","zh-cn"
"Tfcp4QzBXHR5WUP36csx0zvuIh15tgmNM1L2TYf1lQ=","Tfcp4QzBXHR5WUP36csx0zvuIh15tgmNM1L2TYf1lQ=","Tfcp4QzBXHR5WUP36csx0zvuIh15tgmNM1L2TYf1lQ=","","","","3","46","2016-02-14","zh-cn"
"926494110017392640","岳阳楼","Tang8236Scott","","","","0","0","2017-11-03","zh-cn"
"SUatOgse5ladfupFWyrYh5XKvgha8sdmqSupNHLOA=","SUatOgse5ladfupFWyrYh5XKvgha8sdmqSupNHLOA=","SUatOgse5ladfupFWyrYh5XKvgha8sdmqSupNHLOA=","","","","4","10","2018-02-11","en-gb"
"502098760","Jens Wiezoreck","wiezoreck","","","","0","6","2012-02-24","zh-cn"
"8YpnHUKAZrxnwJogOsQzU3GjERiaC+NklDgcDEU0EoI=","8YpnHUKAZrxnwJogOsQzU3GjERiaC+NklDgcDEU0EoI=","8YpnHUKAZrxnwJogOsQzU3GjERiaC+NklDgcDEU0EoI=","","","","1","46","2017-08-18","ru"
"48048224","Ross Carson Skeate","RossSkeate","Aix-en-Provence, France","Ross Carson Skeate","","12659","659","2009-06-17","en-gb"
"917076261176037377","黄鹤楼","aliiarodina5652","","","","0","0","2017-10-08","zh-cn"
"747328992244432897","_peisiya","muravevaaida1","","just for ifnt&mx","","24205","134","2016-06-27","zh-cn"
"902797910496219137","Ethan","B14p0i2qpwu4NRR","","","","0","22","2017-08-30","zh-cn"
"eBg3G8luVdMNyjEkYNC3ZFZ1eZO5KYbSrv5bWaEiRTw=","eBg3G8luVdMNyjEkYNC3ZFZ1eZO5KYbSrv5bWaEiRTw=","eBg3G8luVdMNyjEkYNC3ZFZ1eZO5KYbSrv5bWaEiRTw=","","","","1","14","2011-08-22","zh-cn"
"902799025241456641","Christopher","CvxSREnqGPniBJg","","","","0","54","2017-08-30","zh-cn"
"1071793411001384960","MiaLove9740","MLove9740","West Chicago, IL","Twitter evangelist. Amateur music practitioner. Web buff. Extreme beer fanatic. Alcohol scholar.","","0","0","2018-12-09","en"
"4175185286","沙漠苍鹰","serkalibodj","Los Angeles, CA","GL","","16366","936","2015-11-09","en"
"1107793288751443968","Hermelinda Copland","HermelindaCopl1","","","","0","0","2019-03-18","en"
"1124368193362059266","Arla Lester","lester_arla","","","","0","0","2019-05-03","en"
"902798434167644160","Daniel","10s7oUfvX43RhHH","","","","0","43","2017-08-30","zh-cn"
"898581281801457664","小小","cQbL8b6kuKcBHnq","","","","0","25","2017-08-18","zh-cn"
"917200080008040448","利群","vladimirgaliev7","","","","0","0","2017-10-09","zh-cn"
"928617479617724416","wanxiao","ddsgar2","","","","0","2","2017-11-09","zh-cn"
"1125155879156879362","Melissa","Melissa64269411","","","","0","0","2019-05-05","en"
"mpYChT3nQ2UzMOiwY6TP1ptIURgiqHIhhTQFEnH2uug=","mpYChT3nQ2UzMOiwY6TP1ptIURgiqHIhhTQFEnH2uug=","mpYChT3nQ2UzMOiwY6TP1ptIURgiqHIhhTQFEnH2uug=","","","","1","13","2017-08-18","zh-cn"
"TTkUMfv9hO2lbnvpNhomN3TuIlvBdU1d0IxOGNBykmQ=","TTkUMfv9hO2lbnvpNhomN3TuIlvBdU1d0IxOGNBykmQ=","TTkUMfv9hO2lbnvpNhomN3TuIlvBdU1d0IxOGNBykmQ=","","","","1","42","2017-08-18","ru"
"lz4pbrQJqYgilfXK4fG+6So7R0JhtgbmK1hMro+emA=","lz4pbrQJqYgilfXK4fG+6So7R0JhtgbmK1hMro+emA=","lz4pbrQJqYgilfXK4fG+6So7R0JhtgbmK1hMro+emA=","","","","6","58","2017-08-30","zh-cn"
"4pfgkNwEiZfzJpXxGtiKeGdMzBoUnttFPzEb2SPN6wI=","4pfgkNwEiZfzJpXxGtiKeGdMzBoUnttFPzEb2SPN6wI=","4pfgkNwEiZfzJpXxGtiKeGdMzBoUnttFPzEb2SPN6wI=","","","","2","10","2017-08-30","zh-cn"
"KfAis8KQmkY532ONOhSWiw9M4f7ik5zzmR8PoiyaWTI=","KfAis8KQmkY532ONOhSWiw9M4f7ik5zzmR8PoiyaWTI=","KfAis8KQmkY532ONOhSWiw9M4f7ik5zzmR8PoiyaWTI=","","","","1","46","2017-08-30","zh-cn"
"1083240081937158144","相信自己","BBvzga","Jaipur, India","model","https://t.co/f5UPJtxGxS","12365","11873","2019-01-10","zh-cn"
"9Kfju9dFFOUtkF6Zzfc3D4chUYGlQcuVEUIfzotBjI=","9Kfju9dFFOUtkF6Zzfc3D4chUYGlQcuVEUIfzotBjI=","9Kfju9dFFOUtkF6Zzfc3D4chUYGlQcuVEUIfzotBjI=","","","","1","39","2017-08-18","ru"
"tP6O+gs84aSWO15vZUYijTk8agAyfDlCDOaOjLJIC9Y=","tP6O+gs84aSWO15vZUYijTk8agAyfDlCDOaOjLJIC9Y=","tP6O+gs84aSWO15vZUYijTk8agAyfDlCDOaOjLJIC9Y=","","","","2","8","2017-10-12","zh-cn"
"911585808175566848","rock","saniadorofeev11","","","","0","3","2017-09-23","zh-cn"
"891011817388027907","苏娜","w0MDPQVeBEq2WTA","","","","0","24","2017-07-28","zh-cn"
"kiJKK0oUGhzFYiUgBvbi7g8gKTGN9v66Zp8tC7rN9fg=","kiJKK0oUGhzFYiUgBvbi7g8gKTGN9v66Zp8tC7rN9fg=","kiJKK0oUGhzFYiUgBvbi7g8gKTGN9v66Zp8tC7rN9fg=","","","","3","0","2017-11-04","zh-cn"
"UpqfnNbF7+caDlBN8CBc2k7DOMhNABzTPuAzNrGlLo=","UpqfnNbF7+caDlBN8CBc2k7DOMhNABzTPuAzNrGlLo=","UpqfnNbF7+caDlBN8CBc2k7DOMhNABzTPuAzNrGlLo=","","","","15","55","2017-10-16","zh-cn"
"97330559","林宇","jacquescza","CA","Jacques","","14843","11935","2009-12-17","en"
"898582559449284608","洋洋","0ep0ZHA0Zi5g3Vo","","","","0","25","2017-08-18","zh-cn"
"QQo32FDY4AIdiMOBwMtGmRTIrIvtgZQ8XZt0pH1sgU=","QQo32FDY4AIdiMOBwMtGmRTIrIvtgZQ8XZt0pH1sgU=","QQo32FDY4AIdiMOBwMtGmRTIrIvtgZQ8XZt0pH1sgU=","","","","1","43","2017-08-30","zh-cn"
"w9pbfQRUXBcO810z7Q9I5TbWnGdbZaBB3Gvh6KxT6Y=","w9pbfQRUXBcO810z7Q9I5TbWnGdbZaBB3Gvh6KxT6Y=","w9pbfQRUXBcO810z7Q9I5TbWnGdbZaBB3Gvh6KxT6Y=","","","","17","26","2018-07-13","zh-cn"
"158077925","雅儿","Eobvmae36","CA","Dietexvibo","","13553","174","2010-06-21","zh-cn"
"3167764260","orindasau9","orindasau9","Oak Park, IL","orindasau9","","13402","3410","2015-04-22","zh-cn"
"fYG5dn5uZw6SJ35z+hmvvX1KzbR1eSX2he3iif8IZJQ=","fYG5dn5uZw6SJ35z+hmvvX1KzbR1eSX2he3iif8IZJQ=","fYG5dn5uZw6SJ35z+hmvvX1KzbR1eSX2he3iif8IZJQ=","","","","5","88","2017-08-30","zh-cn"
"CO8OwDGGOfUNXAEm38NC02nRSUwnvfZ0Hop3tPDHjeM=","CO8OwDGGOfUNXAEm38NC02nRSUwnvfZ0Hop3tPDHjeM=","CO8OwDGGOfUNXAEm38NC02nRSUwnvfZ0Hop3tPDHjeM=","","","","127","9","2017-08-27","zh-cn"
"ngpxngdmHcBuRuH7AAhwc4amt5kHiSt7tfdIE57Q68=","ngpxngdmHcBuRuH7AAhwc4amt5kHiSt7tfdIE57Q68=","ngpxngdmHcBuRuH7AAhwc4amt5kHiSt7tfdIE57Q68=","los","《雁邱词》 元好问
问世间情是何物，直教生死相许。
天南地北双飞客，老翅几回寒暑。
欢乐趣，离别苦，就中更有痴儿女。
君应有语，渺万里层云，千山暮雪，只影向谁去。
横汾路，寂寞当年箫鼓，荒烟依旧平楚。
招魂楚些何嗟及，山鬼暗啼风雨。
天也妒，未信与，莺儿燕子俱黄土。
千秋万古，为留待骚人，狂歌痛饮，来访雁邱处。","","1","62","2017-10-10","zh-cn"
"owVjSnZidM7XhiuiVeeeIZJdzs9hikiZ3+1rdi8x+yA=","owVjSnZidM7XhiuiVeeeIZJdzs9hikiZ3+1rdi8x+yA=","owVjSnZidM7XhiuiVeeeIZJdzs9hikiZ3+1rdi8x+yA=","","","","2","12","2019-04-29","zh-cn"
"73880730","Leverviger","leverviger","MA","Happy Every Day Leverviger","","13138","12128","2009-09-13","en"
"Aom14zlkO2zwreBGwYOl1fuBlFD7hg6h4QbOIhyPZuQ=","Aom14zlkO2zwreBGwYOl1fuBlFD7hg6h4QbOIhyPZuQ=","Aom14zlkO2zwreBGwYOl1fuBlFD7hg6h4QbOIhyPZuQ=","","","","272","118","2013-03-02","zh-CN"
"XfwL1zGPJmMyHTh6u217yEAQdUm+xf+l2oWBCN+6qQ=","XfwL1zGPJmMyHTh6u217yEAQdUm+xf+l2oWBCN+6qQ=","XfwL1zGPJmMyHTh6u217yEAQdUm+xf+l2oWBCN+6qQ=","","","","23","45","2017-09-18","zh-cn"
"127125026","valentina","valentinax5w1sw","Cicero, IL","valentinax5w1sw","","11232","760","2010-03-28","zh-cn"
"455662560","依萍","ephmictived","KA","ephmictived","","12648","8850","2012-01-05","zh-cn"
"734432353154682881","jimrainesid","jimrainesid","Atlanta, GA","jimrainesid","","12757","3","2016-05-22","en"
"WihA3B1v8nsCUjOZy1RRRwbSbl9r+evQiuFKsQxpn6g=","WihA3B1v8nsCUjOZy1RRRwbSbl9r+evQiuFKsQxpn6g=","WihA3B1v8nsCUjOZy1RRRwbSbl9r+evQiuFKsQxpn6g=","","","","1","24","2017-08-30","zh-cn"
"ovmVhOG2yR6M4t8K5K2nNOOehTynAc9ajYqSeGn7Lh0=","ovmVhOG2yR6M4t8K5K2nNOOehTynAc9ajYqSeGn7Lh0=","ovmVhOG2yR6M4t8K5K2nNOOehTynAc9ajYqSeGn7Lh0=","","","","1","0","2017-11-04","zh-cn"
"1124395343255408640","Albertha Leslie","AlberthaLeslie","","","","0","0","2019-05-03","en"
"19963172","spiritua","yourspiritualm","KA","spiritual miracle","","14558","12129","2009-02-03","en"
"747309665994706945","Жанна Шашкова","ponomarevaippo2","","","","57652","66","2016-06-27","zh-cn"
"qypTD1aVMb1GHhnmDqb8PM+oHTG5KNJRrbXNLAePNvw=","qypTD1aVMb1GHhnmDqb8PM+oHTG5KNJRrbXNLAePNvw=","qypTD1aVMb1GHhnmDqb8PM+oHTG5KNJRrbXNLAePNvw=","","","","2","40","2017-08-30","zh-cn"
"O+mTB8827pgcHrV4vUBogEcV2c37vH3eD4q3QbXIhgc=","O+mTB8827pgcHrV4vUBogEcV2c37vH3eD4q3QbXIhgc=","O+mTB8827pgcHrV4vUBogEcV2c37vH3eD4q3QbXIhgc=","","","","1","36","2017-08-18","zh-cn"
"6WYB04yH4XXt5Ge6k1naSNnZDJKrU06WyzzDrdfmtAg=","6WYB04yH4XXt5Ge6k1naSNnZDJKrU06WyzzDrdfmtAg=","6WYB04yH4XXt5Ge6k1naSNnZDJKrU06WyzzDrdfmtAg=","","","","6","105","2017-08-30","zh-cn"
"325321363","北山有贤妻","shjabzgallup","United States","shjabzgallup","","18374","147","2011-06-28","en"
"o1t7jFHAu3iQZNoui+qjRb3GDGjI3vIBJXPaIMBF9YU=","o1t7jFHAu3iQZNoui+qjRb3GDGjI3vIBJXPaIMBF9YU=","o1t7jFHAu3iQZNoui+qjRb3GDGjI3vIBJXPaIMBF9YU=","","","","1","35","2017-08-30","zh-cn"
"137233686","Antong79o","antong79o","Portland, TX","","","50481","1561","2010-04-26","zh-cn"
"983556642796113920","水中花","Rodrigu_beauty","","","","69841","22","2018-04-10","zh-cn"
"eIIpT22c85XhPdvYaqcve4gOzlYQ7zgEKd4eXtO0=","eIIpT22c85XhPdvYaqcve4gOzlYQ7zgEKd4eXtO0=","eIIpT22c85XhPdvYaqcve4gOzlYQ7zgEKd4eXtO0=","","","","2","36","2017-08-19","zh-cn"
"EUd69lDLkGP47adDGEABXUNoNCMl3MUunT3RW6lRiJc=","EUd69lDLkGP47adDGEABXUNoNCMl3MUunT3RW6lRiJc=","EUd69lDLkGP47adDGEABXUNoNCMl3MUunT3RW6lRiJc=","","","","75","229","2016-01-18","zh-cn"
"3289017240","tiberiyztrple","tiberiyztrple","Cicero, IL","Tripper","","18781","1","2015-07-23","zh-cn"
"930597980083650561","林小芬","RosRos2349","","","","0","0","2017-11-15","zh-cn"
"2993185258","HK時政直擊","HKpoliticalnew","Tsuen Wan District, Hong Kong","Love Hong Kong, love China.We should pay attention to current policies and people's livelihood. 愛港、愛國，關注時政、民生。","https://t.co/5u2Qw5PaKt","22551","66","2015-01-22","zh-cn"
